NBN Atlas record ID,Scientific name,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Start date year,Locality,OSGR,Latitude,Longitude,Coordinate uncertainty_m,Identification verification status,Vitality
fd44c89f-dc54-4bc8-b242-b25f34714c67,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NO64G,56.57747,-2.60386,2000,Unconfirmed,
fbcf21ec-d168-4b2b-9644-d798e0d296b8,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31R,53.60975,-2.95368,2000,Accepted - considered correct,
fbc7523e-c291-497f-8c1f-821e7a715e7a,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NS99Z,56.17291,-3.62832,2000,Unconfirmed,
f9dad20d-9ea8-4b58-aafd-cdeee990d703,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
f55a1c93-8b8d-4f9d-88be-b81561231bc9,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31V,53.59201,-2.92306,2000,Accepted - considered correct,
e2d32bf2-d58d-4cfc-ae48-ac5668d7842f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD30N,53.55558,-2.98265,2000,Accepted - considered correct,
d98ebb76-0ea3-48f1-a667-e62c5bbe609a,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
d8d2d753-3a2f-4706-9ce2-e9288e16d16f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Inverfarigaig,NH521239,57.28218,-4.4543,100,Accepted,
d798ecd2-9f45-40e9-83cf-2f6082528192,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
c1053ae3-4903-4fec-a33b-eff750e36ca6,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Craigdarroch,NH4421357355,57.57929,-4.60706,1,Accepted,
b45923be-752d-43fa-8946-6b2fd4db817f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD40L,53.52078,-2.83102,2000,Accepted - considered correct,
a92faad1-d467-4f96-9bdb-cead939c1a39,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD40J,53.57449,-2.86227,2000,Accepted - considered correct,
a8683a15-b106-4f3c-9583-b2835ae6d82c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
9593f7d0-a3b5-42c8-8463-68faf2c4a847,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
94dcf5fa-2247-4f55-b786-9ef5c23e9015,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NO64H,56.59544,-2.60415,2000,Unconfirmed,
9024d6e6-99c7-4dd4-b6c1-f19d6461e100,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Fairburn Estate,NH4793151778,57.53051,-4.54146,1,Accepted,
6fb3bb70-e5c4-41a9-88ee-82702c9c71a5,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NO64H,56.59544,-2.60415,2000,Unconfirmed,
6d53521b-ab40-40ca-b4c5-08ee6fec6a58,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD30N,53.55558,-2.98265,2000,Accepted - considered correct,
69d9575b-a8e6-469d-a2c1-b498742da13b,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
5f79f2c0-2a07-4c75-9c03-9d9dd098f36c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
5d95bab4-0522-4bab-92b1-7869af9aa64d,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NX55,54.86869,-4.26102,10000,Accepted,
48efbb20-0148-4c58-b58f-14c84c4a2460,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD30N,53.55558,-2.98265,2000,Accepted - considered correct,
437b012f-b464-4f77-9415-4f92b4d2d045,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
2a4674c3-fcd3-4654-addf-cf2e60e3c0eb,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NO64H,56.59544,-2.60415,2000,Unconfirmed,
1f6e21cd-9b28-452b-8de6-df91f0b0e5f7,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31W,53.60999,-2.92346,2000,Accepted - considered correct,
192aea6a-456c-4386-8fdf-4ba166c4d88f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD30N,53.55558,-2.98265,2000,Accepted - considered correct,
0329f97b-9107-4157-be6d-a57217d36086,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31R,53.60975,-2.95368,2000,Accepted - considered correct,
01069ef1-065b-4e1c-87c8-e73913fc434d,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Brahan Estate,NH5146053833,57.55013,-4.48384,1,Accepted,
fd1e7369-a44c-43c2-8b3b-f62d5841e18e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU13,55.60838,-1.76346,10000,Unconfirmed,
fcec06e9-c499-485e-a235-3cc1ae097628,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Loch of Lowes, United Kingdom",NO041436,56.57464515,-3.561118899,100,Accepted,
fc5714c6-7584-42bf-b63e-3440cac5ab50,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
fb13cd58-5cc1-400d-a83b-a51e2fad0848,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Powmill FK14 7NH, United Kingdom",NT000977,56.16153305,-3.610349809,100,Accepted,
fa38a992-d0cd-4a95-b169-87466f3b23d8,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,AB54 6HQ,NJ636410,57.45805128,-2.606734666,100,Accepted,
fa185954-0d0a-4064-9165-410465085f44,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU13,55.60838,-1.76346,10000,Unconfirmed,
f9bd25d0-82d7-4d14-8a4a-a8e64290afeb,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"PA31 8QX, United Kingdom",NR865879,56.03634824,-5.427556673,100,Accepted,
f93873eb-77ea-4158-aefd-33cb41407ecb,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NY65,54.88851,-2.54715,10000,Unconfirmed,
f90ae891-e7bf-482b-9c85-a2da640c851e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU00,55.33902,-1.92272,10000,Unconfirmed,
f8ec0ca7-10bf-47ca-bc69-d66ca429d57d,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Chain Terrace, Creetown DG8 7HN, United Kingdom",NX479591,54.90334412,-4.37249164,100,Accepted,
f8c17884-6eb8-49b2-82a5-4c57cdf9f4a6,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Dundee, Dundee City, UK",NO358341,56.49470854,-3.042859712,100,Accepted,
f6f3f8a9-1776-4001-a589-8f6dcb2d40b4,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Peebles EH45 9JN, UK",NT212367,55.6175007,-3.251300601,100,Accepted,
f6d70b20-c8e5-4265-bdac-23fefdfac3f8,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Loch Earn, United Kingdom",NN644245,56.39337042,-4.196982956,100,Accepted,
f6bdef26-e37f-45c4-8b34-e454f147d480,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
f620449b-63ce-48be-8638-376c020005de,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Ythanwells, Huntly, Aberdeenshire AB54 6HF, UK",NJ642384,57.43474275,-2.596353969,100,Accepted,
f456e83b-1ec5-478c-8381-cfcf532cf81f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 1st feeder",D312079,54.90197,-5.95469,100,Accepted,
f253979d-a4bd-4a43-9e69-7917613d07c0,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
f08e8503-180e-4e6e-93b3-f4615e6428e7,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
f003084e-9e68-44c5-afe6-a64f45dac5e3,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Cothal, Dyce",NJ8616,57.2347018,-2.231945485,1000,Accepted,
ef8f7cab-3dcb-4aad-b07f-d29fb4a93cd9,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU20,55.33841,-1.60742,10000,Unconfirmed,
edae6d2a-7d9b-4469-9305-143367274e00,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"12 Kellyburn Park, Dollar, United Kingdom",NS966978,56.161706,-3.665114939,100,Accepted,
ed75579e-d426-4b90-aedc-563664c5c013,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 1st feeder",D312079,54.90197,-5.95469,100,Accepted,
ed36c445-a821-40b6-b76a-09f5d90ea1ce,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NZ08,55.1593,-1.92307,10000,Unconfirmed,
ecc4ccd9-1ece-4499-830c-ab676653e3a9,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Longforgan, Dundee, Perth and Kinross DD2 5HS, UK",NO311282,56.44104241,-3.117632051,100,Accepted,
ec6a03c7-2ba8-4492-be2a-45399703c0fc,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Bridge of Earn PH28PZ, United Kingdom",NO129194,56.35898808,-3.409839852,100,Accepted,
ec4cff7c-d5db-4448-9fd7-65052fb0c1bf,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Stratherrick Park, Inverness IV2 4JS, United Kingdom",NH665433,57.46053257,-4.225618281,100,Accepted,
eb3af9d4-3f96-44e6-9c42-b47764f10734,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Mount Stewart,J55757026,54.55672,-5.59317,10,Accepted,
e8db2651-2ab1-49b7-ac7f-6c2b351925d1,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Dundee, Dundee City, UK",NO360342,56.49563413,-3.039636109,100,Accepted,
e8635916-0552-47e4-a5cf-3e23a4966ca7,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NJ995329,57.3867427,-2.008318016,100,Accepted,
e7ed60be-420f-44fb-9c4b-95042d41dbbe,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Strathtay, United Kingdom",NN887518,56.64488566,-3.815207346,100,Accepted,
e7c60aa0-6ab7-4fab-a28f-12b23847ed85,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD20Y,53.5548,-3.07321,2000,Accepted,
e7ace5d1-cc42-4edc-b7a4-bb16317cb0c8,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
e79864c7-a985-4ee1-870e-c4c66d16cbde,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NY95,54.88972,-2.07948,10000,Unconfirmed,
e74fc6c2-4e05-4c83-9689-2b7f171334aa,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU20,55.33841,-1.60742,10000,Unconfirmed,
e664f89f-62a3-45fb-9c15-6539479f3a9f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Wallington Hall,NZ02368417,55.1519,-1.9644,50,Accepted,
e54eac7c-9be3-4786-a351-4225b071028c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Dumfries, Dumfries and Galloway DG2 8HP, UK",NX957707,55.01982154,-3.631526668,100,Accepted,
e3bf0897-361b-4424-8492-d76e6ae9ad60,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,PH6 2JZ,NN730239,56.39037182,-4.057460539,100,Accepted,
e3819627-aeb4-4a7a-8e90-f381130039e2,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Clunes, Achnacarry, Spean Bridge, Highland PH34 4EJ, UK",NN180888,56.95473223,-4.993199225,100,Accepted,
e32e32cf-b78d-48d0-bc3a-d89b98a73e61,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Grantown-on-Spey,NJ02142641,57.31776,-3.6264,10,Accepted,
e2f84dda-c30a-4cdd-823b-892a3c5958d1,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD20Y,53.5548,-3.07321,2000,Accepted,
e1de29fe-41f4-4146-af67-b3c699d32e78,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Pinewood, Leckmelm, Lochbroom, Garve, Highland IV23 2RR, UK",NH171901,57.86314149,-5.083466075,100,Accepted,
e193b863-7669-4a77-8528-114a590fed44,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Dumfries, Dumfries and Galloway DG2 8HP, UK",NX957707,55.01982154,-3.631526668,100,Accepted,
e0eaaf94-9c2b-440e-826b-d22c14868f59,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD20Y,53.5548,-3.07321,2000,Accepted,
e0e4bea2-9251-4e46-a5f0-5656183534ef,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Glentrool, Newton Stewart, Dumfries and Galloway DG8 6SY, UK",NX357780,55.06917012,-4.573424809,100,Accepted,
dfa99769-d17d-4131-bdae-18456c094e92,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NZ28,55.1587,-1.60918,10000,Unconfirmed,
de7ce287-c8ea-4daa-9cff-b71f67177009,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
dd227715-8978-4387-8c38-beeba33ac8db,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Mount Stewart,J55116980,54.55279,-5.6033,10,Accepted,
dcd13822-839d-46ae-85d7-753a58dc3c59,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU03,55.60858,-1.92219,10000,Unconfirmed,
dbadcea6-d81a-438d-884c-aad7cc17ed83,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Newton Dee Camphill Community, Aberdeen, United Kingdom",NJ881020,57.10898523,-2.196485531,100,Accepted,
db967cb0-a741-4665-889e-71cd6654ea2e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Cuilc Brae, Pitlochry, United Kingdom",NN937587,56.70801405,-3.736554318,100,Accepted,
da943bfa-0acd-4b48-8de7-bc84e0d7ca65,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD30E,53.57304,-3.04346,2000,Accepted,
d9fa5feb-63d3-4a83-b3f7-cc0aa14c65cd,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,PH2 6PW,NO129269,56.42635646,-3.412331768,100,Accepted,
d9f57f7d-423a-453f-af9d-3a3748187af6,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Pilgrim Cottage,D05593843,55.18175,-6.34316,10,Accepted,
d9862fc1-636f-4db9-bb5b-b94d71dea9de,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU01,55.42887,-1.92255,10000,Unconfirmed,
d7a05eaa-a147-41af-b5cb-797db1139452,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU13,55.60838,-1.76346,10000,Unconfirmed,
d661e854-b386-4439-82e5-ba78de978256,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
d6041eac-ae3c-4f92-8585-b8bd2ec92b2e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 2nd feeder",D313079,54.90194,-5.95313,100,Accepted,
d50a6ef7-afec-4979-a9aa-466fc945b0e4,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Strathdon, United Kingdom",NJ352125,57.19889156,-3.07256158,100,Accepted,
d4922936-ca23-49e1-80b2-7c7b5ea30973,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Drumawhey,J544759,54.60814,-5.61034,100,Accepted - considered correct,
d3e67ce1-bc31-4d58-8c90-197c0c1198d5,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NO42,56.41401,-2.893,10000,Unconfirmed - not reviewed,
d2a6eab1-0487-445d-8492-4178ad506797,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU03,55.60858,-1.92219,10000,Unconfirmed,
d1681bd6-9995-489d-8525-a13e2fa9dfcb,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Glenarm estate,D29991291,54.94689,-5.97193,50,Accepted,
d130eeb0-a05d-4fd9-9b13-cd3b21dfdb9e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Tamdhu Distillery, Aberlour, United Kingdom",NJ192417,57.45860658,-3.346879639,100,Accepted,
d0358e69-b1cf-4536-96e4-df40d6c3ec6f,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NZ28,55.1587,-1.60918,10000,Unconfirmed,
cf724bd8-f4d9-4f30-b6b0-4a2002ab93ab,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Ph107jp,NO150521,56.65309444,-3.386540014,100,Accepted,
cd6ec82b-a37a-4eff-826c-0d3bef04c99c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NU20,55.33841,-1.60742,10000,Unconfirmed,
cd644ee0-7569-4757-ac7d-1e175dd3b712,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Ballycastle forest,D115398,55.19315,-6.24917,100,Accepted,
cd518813-e0c7-4b2f-91f0-08d5b82607ea,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Ballycastle forest,D10853942,55.18949,-6.26024,10,Accepted,
cd25db5f-1b41-4163-9c9b-fe13bd078943,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Ballycastle forest,D115398,55.19315,-6.24917,100,Accepted,
cc1f2bac-fb88-4fcb-b58b-5d0c15fa8efb,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,ab30 1lf,NO720714,56.83337502,-2.458919127,100,Accepted,
cbe32254-a47f-4ec3-9bf3-6dbae2f492ba,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Laurencekirk, Aberdeenshire AB30 1AT, UK",NO697703,56.82334815,-2.496483746,100,Accepted,
cb8bb53d-1fff-4a6a-9099-b1689504b9cf,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 2nd feeder",D313079,54.90194,-5.95313,100,Accepted,
cb7132b4-b797-4eeb-8c5f-2fc315825111,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Dumfries, Dumfries and Galloway DG2 8HP, UK",NX957707,55.01982154,-3.631526668,100,Accepted,
c99dfbdb-7ec3-4c61-94cf-2ff28a327a6a,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Dryburgh Place, Dundee, United Kingdom",NO370325,56.48049687,-3.02298368,100,Accepted,
c91512de-9407-4c66-aa67-82ce38fd000c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Stirling, Stirling, Stirling, UK",NS81579218,56.10773892,-3.904513865,10,Accepted,
c7e6104a-5709-465c-9b66-23a870d8e52c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Argyll and Bute Council, Kilmory, United Kingdom",NR869867,56.02576268,-5.42019495,100,Accepted,
c774a19e-1963-4069-9afb-73dac996b303,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 1st feeder",D312079,54.90197,-5.95469,100,Accepted,
c720044a-b5a6-4121-a686-605c8dcbc2b5,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,SD31C,53.62696,-3.04479,2000,Accepted,
c6d5f3fa-e0c2-430b-b6c2-d691ce714a1c,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,RSPB Loch Leven,NT16079908,56.17699,-3.35343,10,Accepted,
c56fe73b-351e-4f9d-9ac1-1c9d0bde7301,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Crocknafirbrague,H380558,54.44975,-7.41418,100,Accepted,
c50090ea-6d0a-4364-9874-d32d525cc5da,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Inverlael, Scotland, United Kingdom",NH182853,57.82053302,-5.061294048,100,Accepted,
c440c71e-4a7d-4598-8afe-808dd0022efe,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Broughton, Biggar, Scottish Borders ML12 6JB, UK",NT114355,55.6050346,-3.406483575,100,Accepted,
c42ddac4-a9c8-477e-bfeb-b1be0d95b6d9,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Aboyne, Aberdeenshire AB34 5BA, UK",NJ575003,57.09190391,-2.701417969,100,Accepted,
c390e6df-d8be-4f41-9005-327ba42fd92d,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NH850079,57.14774525,-3.900936407,100,Accepted,
c2b96070-c4be-4c70-ba62-079fdc3dfe92,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 1st feeder",D312079,54.90197,-5.95469,100,Accepted,
c298d89c-c3f1-4a77-bdcb-ba0b92f65275,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Ardentinny PA23 8TT, United Kingdom",NS176892,56.060866,-4.929955094,100,Accepted,
c06e56e4-d7ff-40fc-a881-678d21464370,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,H16,54.53315,-7.76904,10000,Accepted,
c069e6f2-2999-4aed-8d03-c0aed4c1e896,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NZ28,55.1587,-1.60918,10000,Unconfirmed,
bff38c60-db12-423b-be2f-c60bbddd1aee,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Denlethen Wood, Laurencekirk",NO701707,56.82696773,-2.489976692,100,Accepted,
bf7b5cc5-be25-48ef-8eb1-8b7f76a7a6f6,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Wallington Hall,NZ02338418,55.152,-1.9649,50,Accepted,
be037730-c7ee-4780-8ff8-65855db9bbea,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Glenarm estate,D30171373,54.95422,-5.9688,50,Accepted,
bc989b92-f1d0-4033-9d18-69fee4298a54,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NT94,55.69843,-2.08111,10000,Unconfirmed,
bc8cd049-c4aa-47f6-b50d-70fe6caac8fc,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Hawes,SD87338987,54.3043,-2.1961,50,Accepted,
bbea286b-e7f3-4b66-b721-976df02c242e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,,NY97,55.06944,-2.07983,10000,Unconfirmed,
bb52d908-9721-4f69-8789-059aab3350b4,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"AB30 1LF, United Kingdom",NO720714,56.83337502,-2.458919127,100,Accepted,
baa8b486-f461-4ea7-98a1-c8bd4d93ddff,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Feystown Road, Cairncastle 1st feeder",D312079,54.90197,-5.95469,100,Accepted,
b9d90f8a-0053-41c0-a164-e59f74800e3e,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Lethangie, Kinross, United Kingdom",NO122038,56.21873057,-3.415976179,100,Accepted,
b9bcbe6e-aec2-419e-90e1-f3c2b048aa24,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,Lubaan/Tavanaghan,D224282,55.08644,-6.08312,100,Accepted,
b942fef7-68ae-4a17-9c39-4a1756e04125,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Clunes, Achnacarry, Spean Bridge, Highland PH34 4EJ, UK",NN180880,56.94755454,-4.992623577,100,Accepted,
b7e03ef8-019a-4c7a-bb31-81a51b1e2cc6,Sciurus vulgaris,,Eurasian Red Squirrel,NBNSYS0000005108,species,present,2015,"Longmorn, Elgin, Moray IV30 8RJ, UK",NJ255575,57.60159075,-3.24672698,100,Accepted,
